Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6118,ADI-6118,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5669182,MIN. EDSON FACHIN,Originária,Eletrônico,5/4/2019,"1 - Lei Estadual nº 1238 de 2018 - Lei Estadual nº 1238 de 22 de janeiro de 2018 do Estado de Roraima, incisos II, IV do art. 4º; parágrafo único do art. 6º; art. 8º; art. 10, caput e seus parágrafos; art. 11; art. 12, caput e seus parágrafos; art. 13, caput e seus incisos; art. 19; art. 20, caput e seus incisos, alíneas e parágrafos; art. 21, caput, e seus incisos e parágrafo único; art. 26; art. 28; art. 29, caput e seus incisos; art. 30, caput e seus incisos e parágrafos; art. 32, caput e seus incisos e parágrafos; art. 33, caput e seus incisos e parágrafos; art. 34; art. 36; art. 37, caput e seus parágrafos; art. 39; art. 40, caput e seus incisos e parágrafos; art. 41, caput e seus incisos; art. 42, caput e seus incisos; art. 43, caput e seu parágrafo único; art. 44; art. 45; art. 46; art. 47; art. 48; art. 49; art. 55; art. 56, caput e seu parágrafo único; art. 57, caput e seu parágrafo único, bem como os anexos I, II e III da citada Lei.",10/9/2019,Conclusos ao(à) Relator(a),,10/9/2019,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Não,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6119,ADI-6119,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5674482,MIN. EDSON FACHIN,Originária,Eletrônico,12/4/2019,"1 - Lei Federal nº 10826 de 2003 - Lei Federal nº 10826 de 2003, Art. 4º, caput.2 - Decreto nº 5123 de 2004 - Decreto nº 5123 de 2004, Art. 12, § 7º, Inciso VI.3 - Decreto nº 9685 de 2019 - Decreto nº 9685 de 2019.",16/10/2020,Petição,"Manifestação - Petição: 86977 Data: 16/10/2020, às 17:59:31",9/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Sim,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,578,ADPF-578,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5674412,MIN. LUIZ FUX,Originária,Eletrônico,12/4/2019,"1 - Lei Complementar nº 09 de 2014 - Lei Complementar nº 09 de 2014, do município de Santa Cruz de Monte Castelo, estado do Paraná.2 - Outros - Comunicando o Superior Tribunal de Justiça e os Tribunais de Justiça Estaduais e do Distrito Federal e determinando a suspensão do julgamento de casos nestas cortes envolvendo leis que instituem o programa “Escola sem Partido” ou com dispositivos semelhantes, até o julgamento definitivo da presente ADPF;",5/11/2020,Conclusos ao(à) Relator(a),,3/6/2020,GABINETE MINISTRO LUIZ FUX,Não,Não,Não,Sim,Não,Sim,Não,PARANÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6121,ADI-6121,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5678906,MIN. MARCO AURÉLIO,Originária,Eletrônico,22/4/2019,"1 - Decreto nº 9759 de 2019 - Decreto nº 9759 de 2019, Art. 1º, § único, I e art. 5º.",18/12/2019,Vista à PGR,,18/12/2019,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,579,ADPF-579,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5681217,MIN. EDSON FACHIN,Originária,Eletrônico,24/4/2019,"1 - Portaria nº 157 de 2019 - Portaria nº 157 de 2019,  do Ministério da Justiça e Segurança Pública.2 - Portaria nº 718 de 2017 - Portaria nº 718 de 28 de agosto de 2017, do Ministério da Justiça e Segurança Pública.3 - Outros - Práticas de tratamento inumano e proibido pela vedação a tratamentos desumanos e que configurem tortura. Logo declaradas violadoras de preceitos fundamentais da Constituição e de Tratados Internacionais de Direitos Humanos, materialmente inconstitucionais e verticalmente incompatíveis com Tratados Internacionais Sobre Direitos Humanos todas as formas de restrição de visitas sociais com contato pessoal, e visitas íntimas, qualquer que seja o regime de cumprimento de pena.",30/11/2020,"Publicação, DJE"," DJE nº 282, divulgado em 27/11/2020",27/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6122,ADI-6122,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5681965,MIN. GILMAR MENDES,Originária,Eletrônico,25/4/2019,"1 - Lei Estadual nº 14031 de 2018 - Lei Estadual nº 14031 de 2018, Art. 4º,  do Estado da Bahia.",30/9/2020,Petição,"Procuração/Substabelecimento - Petição: 81073 Data: 30/09/2020, às 20:46:25",23/7/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6123,ADI-6123,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5681968,MIN. GILMAR MENDES,Originária,Eletrônico,25/4/2019,"1 - Lei Estadual nº 16559 de 2019 - Lei Estadual nº 16559 de 2019, Art. 20, §3º e inciso VII, 105 a 109, 133 a 139 e 143 a 145.",9/12/2020,Conclusos ao(à) Relator(a),,30/7/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6125,ADI-6125,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5687600,MIN. MARCO AURÉLIO,Originária,Eletrônico,3/5/2019,1 - Lei Estadual nº 17698 de 2019 - parte 5 do anexo único - Santa Catarina,17/3/2020,Conclusos ao(à) Relator(a),,17/3/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6126,ADI-6126,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5688638,MIN. EDSON FACHIN,Originária,Eletrônico,3/5/2019,1 - Lei Distrital nº 794 de 1994 - Lei Distrital nº 794 de 1994.,14/8/2020,Conclusos ao(à) Relator(a),,17/3/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6129,ADI-6129,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5691704,MIN. MARCO AURÉLIO,Originária,Eletrônico,8/5/2019,"1 - Emenda Constitucional nº 54 de 2017 - Emenda Constitucional nº 54 de 2017, do Estado de Goiás.2 - Emenda Constitucional nº 55 de 2017 - Emenda Constitucional nº 55 de 2017, Art. 2 a 4º, do Estado de Goiás.",29/5/2020,"Publicação, DJE"," DJE nº 134, divulgado em 28/05/2020",27/5/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Não,Não,GOIÁS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,581,ADPF-581,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5691348,MIN. ROSA WEBER,Originária,Eletrônico,8/5/2019,1 - Decreto nº 9785 de 2019 - Decreto nº 9785 de 2019.,16/4/2020,Conclusos ao(à) Relator(a),,18/9/2019,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6130,ADI-6130,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5693195,MIN. ROSA WEBER,Originária,Eletrônico,9/5/2019,"1 - Lei Estadual nº 7629 de 2017 - Lei Estadual nº 7629 de 2017, Art. 7º, § único, do Estado do Rio de Janeiro.2 - Lei Estadual nº 7946 de 2018 - Lei Estadual nº 7946 de 2018, do Estado do Rio de Janeiro.",30/9/2020,Conclusos ao(à) Relator(a),,30/9/2020,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Não,Não,RIO DE JANEIRO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6132,ADI-6132,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5693427,MIN. ROSA WEBER,Originária,Eletrônico,10/5/2019,"1 - Lei Estadual nº 20415 de 2019 - Lei Estadual nº 20415 de 2019 - Arts. 1º, 2º, 3º, 5º, 6º, 7º, 8º, 10, 11, 12, DO ESTADO DE GOIÁS.",27/8/2020,Conclusos ao(à) Relator(a),,27/8/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Não,Sim,Não,Não,Não,GOIÁS,SUPREMO TRIBUNAL FEDERAL,DIREITO DO CONSUMIDOR,Em tramitação,,,,,,,,
ADI,6134,ADI-6134,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5694027,MIN. ROSA WEBER,Originária,Eletrônico,10/5/2019,"1 - Decreto nº 9785 de 2019 - Decreto nº 9785 de 2019, art. 1º, 2º, inc. I, II, III e XIV, art. 3º, §3º, inc. I, e artigos 20 a 47.",12/11/2020,Conclusos ao(à) Relator(a),,19/9/2019,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6135,ADI-6135,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5695968,MIN. ROSA WEBER,Originária,Eletrônico,14/5/2019,"1 - Lei Complementar nº 58 de 2006 - Lei Complementar nº 58 de 2006, Art. 56, § 1º, 2º,   do Estado do GOIÁS.2 - Lei Complementar nº 123 de 2016 - Lei Complementar nº 123 de 2016, Art. 6º, do Estado do GOIÁS.",7/12/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,30/11/2020,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Não,Sim,Não,Não,GOIÁS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6137,ADI-6137,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5696730,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,16/5/2019,"1 - Lei Estadual nº 16820 de 2019 - Lei Estadual nº 16820 de 2019, DO ESTADO DO CEARÁ.",15/5/2020,Conclusos ao(à) Relator(a),,28/4/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Não,Não,Sim,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6138,ADI-6138,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5696989,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,16/5/2019,"1 - Lei Federal nº 13827 de 2019 - Lei Federal nº 13827 de 2019, Art. 2º.2 - Lei Federal nº 11340 de 2006 - Lei Federal nº 11340 de 2006, Art. 12-C - incisos II E III, e §1º.",14/4/2020,Retirado de pauta, Julgamento Virtual - Pleno em 14/04/2020 12:22:39 - ,12/9/2019,GABINETE MINISTRO ALEXANDRE DE MORAES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6139,ADI-6139,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5698214,MIN. EDSON FACHIN,Originária,Eletrônico,17/5/2019,"1 - Lei Federal nº 10826 - Lei Federal nº 10826 de 2003, art. 4º, § 2º, do art. 10, § 1o , I, e  art. 27.2 - Decreto nº 9875 de 2019 - Por arrastamento, Decreto nº 9875 de 2019, artigo 20, § 3º, I, II, III, IV, § 4º, do art. 26, § 8º; do art. 36, § 3º.",21/11/2019,Conclusos ao(à) Relator(a),,7/8/2019,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6140,ADI-6140,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5700688,MIN. NUNES MARQUES,Originária,Eletrônico,21/5/2019,"1 - Decreto nº 9794 de 2019 - Decreto nº 9794 de 2019, artigos o 6º, II, 18, § 2º, II; e 22, I e II, c/c artigos 14, V, e 15, V, b.",5/11/2020,"Substituição do Relator, art. 38 do RISTF",MIN. NUNES MARQUES,31/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,585,ADPF-585,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5700411,MIN. MARCO AURÉLIO,Originária,Eletrônico,21/5/2019,"1 - Outros - Em face de decisões proferidas pela Justiça do Trabalho no Maranhão (TRT da 10ª Região), que negam o direito de execução por precatório em favor da Empresa Maranhense de Administração de Recursos Humanos e Negócios Públicos S/A -EMARHP. Requer a determinação da imediata suspensão, até o julgamento final do mérito, dos efeitos de quaisquer medidas judiciais de execução de débitos contra a EMARHP em que desconsidera a sujeição desta ao regime de precatórias, como desbloquear eventuais quantia constritas, a impossibilitar a realização de construções patrimoniais por meio de bloqueio, penhora, aresto, sequestro ou outra medida desta natureza e a liberar os montantes constritos.",2/12/2020,Conclusos ao(à) Relator(a),,2/12/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Não,Sim,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Em tramitação,,,,,,,,
ADI,6142,ADI-6142,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5701599,MIN. EDSON FACHIN,Originária,Eletrônico,22/5/2019,"1 - Lei Federal nº 13467 de 2017 - Lei Federal nº 13467 de 2017, Art. 1º , No que concerne à nova redação dada aos artigos 477-A e 855-B, caput e §2º da Consolidação das Leis do Trabalho.",31/7/2020,Conclusos ao(à) Relator(a),,31/7/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Sim,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6144,ADI-6144,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5701931,MIN. DIAS TOFFOLI,Originária,Eletrônico,22/5/2019,"1 - Decreto nº 40628 de 2019 - Decreto nº 40628 de 2019, do ESTADO DO AMAZONAS.",10/9/2020,Conclusos ao(à) Relator(a),,10/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Sim,Sim,Não,Não,Não,AMAZONAS,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6145,ADI-6145,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5702414,MIN. ROSA WEBER,Originária,Eletrônico,23/5/2019,"1 - Lei Estadual nº 15838 de 2015 - Lei Estadual nº 15838 de 2015,  Art. 33 , Item 1.9 e de seus subitens, constantes no Anexo IV, do ESTADO DO CEARÁ.2 - Decreto nº 31859 de 2015 - Decreto nº 31859 de 2015, art. 38 e 44 e item 1.9 e seus subitens, constantes do Anexo V, ESTADO DO CEARÁ.",7/8/2020,Conclusos ao(à) Relator(a),,7/8/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Sim,Sim,Não,Não,Não,CEARÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6146,ADI-6146,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5702503,MIN. NUNES MARQUES,Originária,Eletrônico,23/5/2019,"1 - Lei Federal nº 13655 de 2018 - Lei Federal nº 13655 de 2018, artigos 20, 21, 22 e 23, que alteraram a Lei de Introdução às Normas do Direito Brasileiro.",5/11/2020,Conclusos ao(à) Relator(a),,5/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,586,ADPF-586,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5702520,MIN. ROSA WEBER,Originária,Eletrônico,23/5/2019,"1 - Decreto nº 9797 de 2019 - Em face do Decreto nº 9.797, de 2019, que altera o Decreto nº 9.785, de 2019, que, a pretexto de regulamentar a Lei nº 10.826, de 2003 (Estatuto do Desarmamento), afronta a Constituição Federal e o Estatuto.",29/6/2020,Petição,"Aditamento à inicial - Petição: 49542 Data: 29/06/2020, às 14:37:50",18/9/2019,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADO,52,ADO-52,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5704780,MIN. LUIZ FUX,Originária,Eletrônico,27/5/2019,"1 - Constituição Federal de 1988 - Constituição Federa de 1988, Art. 101, § 4º, Inciso I A IV - do Ato das Disposições Constitucionais Transitórias.",15/10/2020,Conclusos ao(à) Relator(a),,15/10/2020,GABINETE MINISTRO LUIZ FUX,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Em tramitação,,,,,,,,
ADPF,588,ADPF-588,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5705668,MIN. ROBERTO BARROSO,Originária,Eletrônico,28/5/2019,"1 - Outros - Em face das decisões judiciais do TRT da 13ª Região, em Primeira e Segunda Instâncias, requer o reconhecimento, com eficácia erga omnes e efeito vinculante, da impossibilidade da utilização de valores mantidos em conta bancária da CEHAP para bloqueio e/ou penhoras em processos trabalhista, posto que tais práticas violam o preceito constitucional fundamental do regime de de precatórios estabelecido pela atual Carta Magna.",9/10/2020,Conclusos ao(à) Relator(a),,29/11/2019,GABINETE MINISTRO ROBERTO BARROSO,Sim,Não,Sim,Sim,Não,Não,Não,PARAÍBA,SUPREMO TRIBUNAL FEDERAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Em tramitação,,,,,,,,
ADI,6148,ADI-6148,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5707157,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,29/5/2019,"1 - Resolução nº 491 de 2018 - Resolução nº 491 de 2018, CONAMA.",31/8/2020,Conclusos ao(à) Relator(a),,31/8/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6149,ADI-6149,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5712088,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,5/6/2019,"1 - Lei Estadual nº 8315 de 2019 - Lei Estadual nº 8315 de 2019, Art. 1º,  incisos III, IV e VI e art. 9º, do ESTADO DO RIO DE JANEIRO.",19/3/2020,"Ata de Julgamento Publicada, DJE","ATA Nº 5, de 13/03/2020.  DJE nº 63, divulgado em 18/03/2020",11/3/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Não,Sim,Não,Não,RIO DE JANEIRO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6150,ADI-6150,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5713043,MIN. MARCO AURÉLIO,Originária,Eletrônico,6/6/2019,"1 - Lei Estadual nº 19849 de 2019 - Lei Estadual nº 19849 de 2019, Art. 1º, do ESTADO DO PARANÁ.",30/9/2020,Petição,"Procuração/Substabelecimento - Petição: 81075 Data: 30/09/2020, às 20:48:45",11/3/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Sim,Sim,Não,Não,Não,PARANÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Em tramitação,,,,,,,,
ADI,6151,ADI-6151,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5713308,MIN. EDSON FACHIN,Originária,Eletrônico,6/6/2019,"1 - Lei Estadual nº 17724 de 2019 - Lei Estadual nº 17724 de 2019, do Estado de Santa Catarina.",24/9/2019,Conclusos ao(à) Relator(a),,24/9/2019,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6152,ADI-6152,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5713408,MIN. EDSON FACHIN,Originária,Eletrônico,6/6/2019,"1 - Lei Estadual nº 11011 de 2019 - Lei Estadual nº 11011 de 2019, Artigos 1º e 2º, do ESTADO DO MARANHÃO.2 - Lei Estadual nº 7799 de 2002 - Lei Estadual nº 7799 de 2002, artigo 23, II, “m”.",1/12/2020,Conclusos ao(à) Relator(a),,1/12/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Sim,Sim,Não,Não,Não,MARANHÃO,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6153,ADI-6153,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5713529,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,6/6/2019,"1 - Lei Estadual nº 8182 de 2018 - Lei Estadual nº 8182 de 2018,  ESTADO DO RIO DE JANEIRO.",2/10/2020,Conclusos ao(à) Relator(a),,2/10/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Sim,Sim,Não,Não,Não,RIO DE JANEIRO,SUPREMO TRIBUNAL FEDERAL,DIREITO CIVIL,Em tramitação,,,,,,,,
ADI,6154,ADI-6154,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5715222,MIN. EDSON FACHIN,Originária,Eletrônico,10/6/2019,"1 - Consolidação das Leis do Trabalho - Consolidação das Leis do Trabalho, Art. 443, § 3º,  Art. 452-A - e §§, e Art. 611-A, § VIII, com redação dada pela Lei n. 13.467/2017.2 - Lei Federal nº 13467 de 2017 - Lei Federal nº 13467 de 2017.",9/9/2020,Certidão,Certifico que apensei este processo aos autos da ADI 5826 (decisão de 04/09/2020),25/9/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DO TRABALHO,Em tramitação,,,,,,,,
ADPF,591,ADPF-591,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5717385,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,12/6/2019,"1 - Lei Federal nº 5478 de 1968 - Lei Federal nº 5478 de 1968, artigo 2º, caput e § 3º e artigo 3º, §§ 1º e 2º.2 - Lei Federal nº 5478 - Em face da expressão “pessoalmente, ou”, constante no artigo 2º, caput, bem como do inteiro teor do respectivo §3º, da Lei 5.478/1968, e, por arrastamento, dos §§ 1º e 2º do art. 3º da Lei 5.478/1968, ante a incompatibilidade dos dispositivos com preceitos fundamentais constitucionalmente previstos na Constituição Federal.",30/7/2020,Conclusos ao(à) Relator(a),,30/7/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO CIVIL,Em tramitação,,,,,,,,
ADI,6156,ADI-6156,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5718874,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,14/6/2019,"1 - Medida Provisória nº 881 de 2019 - Medida Provisória nº 881 de 2019, artigos 1º, §§ 1º e 3º, 2º, 3º, incisos I,III,V,VII,VIII,IX, §2º, III, 4º e 7º.",23/7/2020,Conclusos ao(à) Relator(a),,23/7/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Sim,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
